accuracy,loss,val_accuracy,val_loss,learning_rate
0.5741811394691467,1.799116611480713,0.6544754505157471,1.4768234491348267,0.0010000000474974513
0.6372832655906677,1.3250113725662231,0.6910490989685059,1.185840129852295,0.0010000000474974513
0.6635356545448303,1.1189229488372803,0.698748767375946,1.0147454738616943,0.0010000000474974513
0.6866570115089417,0.9733735918998718,0.661212682723999,0.9388359189033508,0.0010000000474974513
0.6823217868804932,0.8931293487548828,0.6823869347572327,0.8740768432617188,0.0010000000474974513
0.6955683827400208,0.820689857006073,0.6977863311767578,0.8054129481315613,0.0010000000474974513
0.7037572264671326,0.7613952159881592,0.6948989629745483,0.7620903849601746,0.0010000000474974513
0.7210982441902161,0.7176845073699951,0.6881616711616516,0.7440574765205383,0.0010000000474974513
0.7249518036842346,0.6870951652526855,0.7237728834152222,0.7081963419914246,0.0010000000474974513
0.7285645604133606,0.6586883068084717,0.7160731554031372,0.6664594411849976,0.0010000000474974513
0.7309730052947998,0.646162748336792,0.7208854556083679,0.689358651638031,0.0010000000474974513
0.7326589822769165,0.630724310874939,0.7276226878166199,0.6224328279495239,0.0010000000474974513
0.7408477663993835,0.6091827750205994,0.7314725518226624,0.6186915040016174,0.0010000000474974513
0.7365125417709351,0.598189651966095,0.7410972118377686,0.6084705591201782,0.0010000000474974513
0.7259151935577393,0.6089561581611633,0.7237728834152222,0.6114320755004883,0.0010000000474974513
0.7372350692749023,0.5935379862785339,0.7430221438407898,0.5911087393760681,0.0010000000474974513
0.736994206905365,0.5817463994026184,0.743984580039978,0.5991860032081604,0.0010000000474974513
0.7420520186424255,0.5734463334083557,0.7459095120429993,0.5601348280906677,0.0010000000474974513
0.7533718943595886,0.5616514682769775,0.7410972118377686,0.568427562713623,0.0010000000474974513
0.7350674271583557,0.5692158937454224,0.7468720078468323,0.5490312576293945,0.0010000000474974513
0.7519267797470093,0.5450214743614197,0.751684308052063,0.5353618860244751,0.0010000000474974513
0.7504817247390747,0.5449978113174438,0.7478344440460205,0.5376767516136169,0.0010000000474974513
0.7442196607589722,0.5466113686561584,0.7507218718528748,0.538766086101532,0.0010000000474974513
0.7466281056404114,0.5409605503082275,0.7661212682723999,0.5314311981201172,0.0010000000474974513
0.747591495513916,0.5344870686531067,0.7487969398498535,0.5393558144569397,0.0010000000474974513
0.7584296464920044,0.5304868817329407,0.751684308052063,0.5224819183349609,0.0010000000474974513
0.7577071189880371,0.5226141214370728,0.7487969398498535,0.5311784744262695,0.0010000000474974513
0.7598747611045837,0.5238668322563171,0.7487969398498535,0.5341001152992249,0.0010000000474974513
0.7531310319900513,0.5292007327079773,0.7564966082572937,0.5261064171791077,0.0010000000474974513
0.7581888437271118,0.5234581232070923,0.7680462002754211,0.5060607194900513,0.0010000000474974513
0.7707129120826721,0.5155207514762878,0.7632339000701904,0.5096855163574219,0.0010000000474974513
0.7714354395866394,0.50368332862854,0.7699711322784424,0.5117464065551758,0.0010000000474974513
0.7574662566184998,0.5280694365501404,0.7478344440460205,0.531319797039032,0.0010000000474974513
0.7658959627151489,0.5178452134132385,0.7738209962844849,0.49560898542404175,0.0010000000474974513
0.7709537744522095,0.5089191198348999,0.7680462002754211,0.5145444869995117,0.0010000000474974513
0.761801540851593,0.5197821855545044,0.7738209962844849,0.49509039521217346,0.0010000000474974513
0.7687861323356628,0.5142942667007446,0.7795957922935486,0.4985813796520233,0.0010000000474974513
0.7615606784820557,0.511208176612854,0.7776708602905273,0.4993296265602112,0.0010000000474974513
0.7769749760627747,0.4976203441619873,0.7767083644866943,0.4999465346336365,0.0010000000474974513
0.7810693383216858,0.4863828122615814,0.7824831604957581,0.4880242347717285,0.0010000000474974513
0.7687861323356628,0.5114664435386658,0.7738209962844849,0.49668383598327637,0.0010000000474974513
0.7690269947052002,0.49421223998069763,0.7757459282875061,0.49729618430137634,0.0010000000474974513
0.7709537744522095,0.5004238486289978,0.7795957922935486,0.49074068665504456,0.0010000000474974513
0.7817919254302979,0.4930797219276428,0.7882579565048218,0.49987104535102844,0.0010000000474974513
0.7815510630607605,0.4892837405204773,0.7738209962844849,0.49115484952926636,0.0010000000474974513
0.7880539298057556,0.47255077958106995,0.7699711322784424,0.5090720653533936,0.0005000000237487257
0.786608874797821,0.4703799784183502,0.7805582284927368,0.4932555854320526,0.0005000000237487257
0.7890173196792603,0.4696390926837921,0.7795957922935486,0.49386364221572876,0.0005000000237487257
0.7955202460289001,0.46041443943977356,0.7853705286979675,0.4812745451927185,0.0005000000237487257
0.7904624342918396,0.4590802490711212,0.7911453247070312,0.48172515630722046,0.0005000000237487257
0.7993738055229187,0.45839691162109375,0.790182888507843,0.47170135378837585,0.0005000000237487257
0.7974470257759094,0.4546504020690918,0.7911453247070312,0.47700756788253784,0.0005000000237487257
0.7991329431533813,0.4562373161315918,0.7949951887130737,0.4670183062553406,0.0005000000237487257
0.8046724200248718,0.4477502405643463,0.7911453247070312,0.48246654868125916,0.0005000000237487257
0.7957611083984375,0.45250266790390015,0.7757459282875061,0.5123429894447327,0.0005000000237487257
0.7916666865348816,0.45883888006210327,0.781520664691925,0.4963482916355133,0.0005000000237487257
0.790703296661377,0.45907390117645264,0.7863330245018005,0.4916607737541199,0.0005000000237487257
0.8056358098983765,0.4467169940471649,0.7776708602905273,0.5012289881706238,0.0005000000237487257
0.8080443143844604,0.4368283152580261,0.7978825569152832,0.47335219383239746,0.0002500000118743628
0.8044316172599792,0.43814197182655334,0.7911453247070312,0.48042571544647217,0.0002500000118743628
0.8138246536254883,0.43636220693588257,0.7805582284927368,0.5119422674179077,0.0002500000118743628
0.8121387362480164,0.4369208812713623,0.7911453247070312,0.48287251591682434,0.0002500000118743628
0.8111753463745117,0.43390971422195435,0.7805582284927368,0.5047124028205872,0.0002500000118743628
0.8147880434989929,0.42550158500671387,0.790182888507843,0.49049654603004456,0.0001250000059371814
0.8133429884910583,0.41519635915756226,0.7949951887130737,0.4829936921596527,0.0001250000059371814
0.8162331581115723,0.4160923957824707,0.7949951887130737,0.483137309551239,0.0001250000059371814
0.8205683827400208,0.4177730679512024,0.7978825569152832,0.4704463481903076,0.0001250000059371814
0.8176782131195068,0.41379818320274353,0.796920120716095,0.47994330525398254,0.0001250000059371814
0.8227360248565674,0.412949800491333,0.7998074889183044,0.48245003819465637,6.25000029685907e-05
0.8239402770996094,0.4069727063179016,0.8007699847221375,0.47780677676200867,6.25000029685907e-05
0.826107919216156,0.40457406640052795,0.7921078205108643,0.49654972553253174,6.25000029685907e-05
0.8258670568466187,0.4060271978378296,0.8007699847221375,0.4823967218399048,6.25000029685907e-05
0.8186416029930115,0.41278108954429626,0.7978825569152832,0.4809996485710144,6.25000029685907e-05
